1_Control,3_Control,5_Control,7_Control,8_Control,9_Control,11_Control,15_Control,19_Control,20_Control,23_Control,25_Control,26_Control,28_Control,29_Control,31_Control,33_Control,34_Control,39_Control,40_Control,42_Control,43_Control,44_Control,45_Control,46_Control,48_Control,50_Control,51_Control,52_Control,53_Control,54_Control,2_T1D,4_T1D,6_T1D,10_T1D,12_T1D,13_T1D,14_T1D,16_T1D,17_T1D,18_T1D,21_T1D,22_T1D,24_T1D,27_T1D,30_T1D,32_T1D,35_T1D,36_T1D,37_T1D,38_T1D,41_T1D,47_T1D,49_T1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,447,392,154,513,488,321,713,153,151,186,1510,932,853,119,1099,251,772,1095,734,508,214,152,267,952,950,1710,387,25715,43681,692,268,675,379,641,352,400,182,1391,200,465,193,440,394,290,203,287,26161,212,568,138,93,911,14315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,7396,5750,3170,8339,6998,796,3862,3132,5489,13053,4615,2163,9300,3815,4733,6228,5250,5400,10531,5391,5688,11171,7866,14622,5263,3146,8716,11659,1850,2748,6109,9296,2113,3953,18244,3744,6652,2074,5708,3259,5312,4807,7327,5841,4571,11063,1703,7846,9948,3218,965,1548,6753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,2397,2935,1704,2588,2867,756,776,2503,1427,1997,2254,1723,3062,2370,3168,1186,1006,2039,684,830,1568,1717,2445,2350,1448,1,1961,1481,736,3392,2699,2189,1518,2686,2554,2194,2173,1065,2281,1318,1351,2837,1350,1418,1363,1656,2280,1682,3824,1192,569,417,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26762,9216,35779,20482,19722,32286,8659,22446,28167,19233,30696,47995,78956,87753,39260,191827,384372,45345,20260,97970,14749,141681,166564,41803,48161,13151,17426,34892,19409,3694,71477,18908,12123,24639,38208,27363,38928,33723,66166,48229,51354,44810,82872,66544,31182,301370,31164,12111,43460,38984,34439,208299,68494,10807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51011,74200,95250,118778,85509,103896,126519,72237,74799,90656,66157,79999,68032,49088,67132,23126,22504,31937,99005,31816,73162,104314,77310,84585,74512,66180,94342,72148,71987,93475,88480,72349,67216,88782,79898,53018,66854,64200,64613,40673,47842,74332,65649,21076,50537,30627,54717,101128,71959,126579,133899,133010,45194,86152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96626,86714,80336,96753,97218,89406,136692,98017,85364,90603,89349,74851,85415,77969,107231,78126,190543,124805,78333,37656,105443,64341,110951,105321,75316,63081,63950,46058,32442,48148,54315,87905,111619,103896,88448,69521,90553,80781,97565,67497,71781,96916,71155,61879,88821,104864,135402,80686,100918,93333,118356,86435,43791,61799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,1362,622,365,811,799,336,675,887,2,1629,253,110,193,41,298,559,49,49065,398,6642,487,483,997,594,897,1758,1079,644,1946,981,1259,939,313,334,342,9,32,295,4314,176,493,285,426,205,27038,226,1617,112,370,322,884,635,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3962,19991,2479,3882,22878,6346,766,9362,2830,530,4212,1904,1134,5672,3317,2320,1211,1715,5955,6311,3926,9205,6405,20413,19422,8131,3546,18222,16003,21907,16403,37825,26257,503,8456,7995,2146,16451,2080,1725,4776,1701,7167,957,2537,3773,11581,6596,1533,11947,4662,5460,3000,2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,75,0,0,0,12,21,19,160,173,0,24,28,28,0,38,0,0,1,37,26,0,6455,21,0,20,0,30,83,0,263,28,84,0,114,28,2,0,50,14,0,0,0,1,63,0,79,0,0,0,45,30,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,72,0,0,60,0,0,150,49,26,57,0,95,145,16,290,240,0,119,0,114,392,303,2889,16166,0,191,0,0,767,0,0,0,44,0,0,0,0,60,0,0,0,809,180,142,110,3380,2584,255,4632,86,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176894,272677,195179,129689,213921,170171,76630,443348,727717,404612,659909,810788,633137,566544,731524,857199,256670,241315,315621,422486,177499,227880,311869,327740,636442,200803,187241,243199,274049,172663,770909,249497,258720,92631,287290,295374,186647,210719,293134,829380,740141,659413,256767,860978,719844,874799,749154,394025,169529,296118,171810,425508,524369,176562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27512,16159,18630,27787,23798,19492,20541,21809,32985,15412,24574,13971,26021,15593,25243,25163,25171,27225,17209,23276,23348,17950,27201,25949,23681,24318,23050,25105,23551,27880,14748,20861,23906,22848,26387,22071,25656,26877,28727,22286,14701,14773,20981,22806,22640,20038,22243,16747,27077,17154,21360,17429,26400,19628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,6476,5998,3083,6337,4942,3221,3132,5094,4007,5686,3971,7135,10226,1550,1164,1405,2724,3686,1424,1806,838,3040,5547,1850,349,1611,1162,4821,190,9986,8696,5884,2708,5287,4110,3753,6276,3004,6405,3128,4993,5793,1322,1603,2970,4109,5470,3261,7074,1559,406,621,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,2322,1468,871,1572,1295,283,1158,2440,2137,2050,2453,2431,6597,1496,3337,525,638,1375,1029,1467,1857,1570,6224,6692,438,24,2301,3481,37,3349,1255,1746,848,1574,3659,3149,2586,921,3570,1134,2454,5178,4913,2097,2615,3459,1990,339,3534,578,19,3566,962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7212,3033,6797,2357,3478,5459,8763,7146,10066,13755,10327,7986,24691,5421,17852,12468,8868,24465,9886,8322,6840,3972,11120,2331,2498,8093,4842,3702,3606,1813,4628,4293,3885,5868,7517,5173,8356,3773,15864,11898,13662,15806,5244,9575,7452,9104,5010,4163,12790,5134,7739,5756,5186,8479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4527,1678,3307,3461,2516,2301,3083,4851,1917,4554,3516,3926,5286,895,1579,1881,2331,4789,2245,4728,3484,2885,2707,1003,622,3272,3785,2907,2719,4111,447,1646,3031,4435,4823,2187,5018,4318,4856,3842,7198,5912,1832,3961,4879,1535,353,771,3827,1223,3416,3361,2016,3723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32248,33637,19981,24091,36086,31274,9511,29091,37698,23772,43396,33697,26964,20415,36310,24898,21579,18498,28482,33127,20129,2690,27438,42750,37613,19074,16665,21386,23994,11301,30674,32907,32644,16645,29597,19986,26816,34052,24666,30237,30499,38775,1272,32350,30715,20392,41957,25527,27806,22631,24789,22028,4745,14406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,180,415,0,823,1021,845,423,47,0,255,159,341,933,409,123,242,76,40,501,173,0,151,32,36,158,31,0,0,33,0,124,435,0,0,1294,0,1279,53,26,0,6566,76,189,0,31,535,0,188,544,99,144,520,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,1396,1599,1756,2645,1151,2803,1903,1716,3285,2405,1634,2620,583,2022,1352,1564,1637,1867,1492,2071,970,1015,792,0,2415,1876,407,492,315,0,1096,1054,1837,1495,305,2002,2844,1073,2780,1008,2247,766,1146,2176,1451,975,497,1537,252,901,185,1364,1475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6268,9943,3076,4074,10075,2792,4844,16254,9411,12664,16487,11962,12393,8902,22611,7796,11782,10629,7973,13406,8554,4495,10354,22077,13660,9495,6972,14381,16247,12285,14652,8729,11392,3968,5720,6705,3942,8096,7154,9324,15321,15151,10952,5484,11721,11776,19058,16616,9995,15795,13738,10709,2562,6617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6038,28829,10647,7343,25079,15292,7117,8698,8886,6528,10230,9675,8647,26315,13198,14575,6709,5510,6072,5582,4256,10509,5230,25590,26915,5881,4847,16402,22497,14287,27594,23959,25405,6405,12484,29178,8735,15439,12174,11067,8357,9994,21527,7656,6774,11264,32894,19030,6577,28224,4426,6013,10401,3874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23958,40801,18062,19995,28224,19340,8643,18254,24534,28178,27017,26171,21895,49563,32014,26241,12291,10795,12507,15165,10763,16967,18973,41750,44269,17859,27774,32120,32372,21646,62766,46642,32431,10050,18836,31431,13958,30224,15585,22710,11735,21083,28756,7756,30328,21913,33443,26135,32113,64846,22975,9094,11624,16546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107461,181130,150123,131405,186125,134390,81906,54229,67250,42308,43457,20378,31730,65766,133224,152850,52694,80036,699,0,77891,514,89978,0,116473,2736,241160,4803,5404,1075,8781,144393,196817,132411,102085,75636,72970,97081,74074,89538,67971,51009,53732,47697,50740,104044,101423,92995,0,171251,423,275,2541,85033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15046,17468,13380,13503,12710,11884,10599,17020,18085,33555,10979,11116,12116,9772,9743,12448,9489,10701,12373,10361,9952,11741,7682,13140,6000,12499,10719,8745,5920,6973,10850,12238,16477,10754,12456,4552,14341,9586,13829,13129,11532,8932,6288,10905,14454,11982,31396,4912,12595,10386,15745,11330,7641,6081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5607,4028,1864,1429,4226,2694,699,2357,4875,973,4594,2379,1945,3460,2813,6035,2912,2577,2737,11152,2221,5139,2628,4746,6820,1876,2551,4228,5963,2521,3291,4895,5295,1384,4993,8677,6275,3795,2263,3296,1868,1786,4511,8930,6159,2004,3488,2755,2420,2764,875,3115,6736,2423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6289,3285,5668,6298,4113,3880,2497,6092,7579,6352,12673,5259,13753,7871,10213,18006,12199,15034,6673,5293,7372,20737,7962,8457,13562,12071,9840,7409,6997,17994,9442,7088,1918,3221,7449,7572,7682,3077,5765,9404,2262,5252,9209,30307,9626,11847,11603,9699,9631,4873,7603,11951,26711,5802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,20981,14852,10100,7678,2637,8535,7212,6807,7118,3983,4737,5579,97290,77160,139288,103259,6653,39900,24303,4638,188976,123644,160867,50723,24851,21072,37170,38974,13025,41508,11939,9340,15867,4139,3839,5350,3986,15363,9447,9838,5336,9018,6878,16321,490546,98931,26175,19075,9751,29919,119974,98129,28822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6695,28152,6295,8681,27077,21542,8627,12055,20433,2117,11910,25424,13242,21288,24814,56398,9831,4036,7051,22367,8736,50878,6291,41769,21653,8777,10651,36538,15532,14751,37472,16742,30101,2151,11299,65373,23272,22101,13543,25436,18768,17197,48417,36843,21537,29463,11251,27450,4526,18291,8610,8728,72930,1613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7633,13191,5022,3308,10406,6876,1000,1203,2301,1252,5738,841,2023,5962,958,4101,2330,25900,595,541,0,0,2252,35,6956,60,1459,5378,2913,6604,3756,460,10534,4129,7240,3081,5747,6363,2108,7566,4547,3541,3960,8064,4547,10519,6091,28596,3006,9334,921,0,0,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232946,121723,225755,195499,229358,163251,165065,304015,359694,325167,391688,167855,268992,174822,187493,136627,121652,202759,166192,143587,166662,410318,208318,162063,225661,211874,187925,173697,208188,338913,204146,185847,195757,164921,251734,194823,285961,133105,144951,351221,159953,170514,159603,324691,217933,181959,133041,111827,160514,206218,229588,305206,217832,281534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,4220,1566,779,4818,2004,848,577,1532,931,2432,1960,1610,4649,1007,2594,1664,1261,1165,2227,1634,598,1998,1362,6207,1941,1402,4350,4195,4758,9137,5174,3084,622,2219,9015,1796,1634,745,2050,862,1216,3237,3087,2273,752,4303,1092,648,1167,2398,3910,1779,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6720,8517,7620,10175,5324,7079,8248,9161,6503,7607,7966,626,424,1178,2838,7270,2698,11417,3862,1422,519,0,114,1468,66473,32895,33307,31244,321950,23294,36537,9265,8385,8657,7412,4329,4651,6836,6381,8447,7595,8856,5877,943,319,1737,4196,132124,6604,1616,971,1052,42887,423070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165325,74160,18299,71280,100589,12105,62412,81833,29548,5599,32406,12516,7683,7082,13147,16973,103474,64377,30252,273095,129183,85234,12980,12727,14234,27744,70540,104398,101066,213355,10476,66577,121677,50376,157067,91641,117602,170749,37920,19356,80426,7129,10539,49856,78587,14647,18427,9212,79732,8923,16571,125151,47677,141577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10801,11052,13309,13298,14178,7377,12349,7955,26680,41693,19706,22292,24472,32450,35669,17998,28453,20500,19068,5,15893,1494,40814,37852,7798,17564,15673,7973,130,10888,386,10488,14834,8759,2965,5501,4261,13730,7588,10558,17868,26951,1565,3491,23565,35686,32565,18829,18748,21108,23099,19271,4641,25002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11589,4197,18117,7789,8073,13540,11546,9453,28997,17800,12673,25429,31831,21546,28788,34620,2227,20120,19203,16141,11136,11751,21700,33873,14060,9401,12361,22739,26976,12653,17054,9142,5365,10009,20467,12298,21166,14195,23361,12666,23600,20785,23717,11504,17200,20062,9638,12791,18316,13804,10953,9966,14971,7143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,524,65,438,1294,267,68,457,1136,79,29,47,9,86,83,185,47,3,951,781,153,1501,251,702,1650,13,331,710,1364,1388,796,651,1124,2,558,1801,335,545,256,94,64,13,174,23,2,167,851,27,27,3653,1212,997,981,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,3553,236,617,2307,816,527,1212,730,639,1006,1934,392,3756,532,485,714,202,749,554,663,7655,75,4795,1147,352,0,4554,3785,4856,0,3721,3631,655,543,5657,826,1595,361,959,333,546,5419,1559,1040,784,3717,3246,483,2388,300,0,677,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,11247,3319,1854,10412,4663,565,3047,2338,582,2067,3148,1278,10663,2524,3286,4110,2076,2174,2387,2752,8559,2234,8731,8314,3983,2270,12617,12676,18043,12751,12658,5002,701,3243,7491,1488,9261,917,2492,1741,1530,8235,2709,2925,3009,5193,6633,1713,10119,2762,4600,3113,2994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,72,224,98,107,83,189,162,59,527,420,281,470,23,26,91,44,358,1991,2897,3763,3159,11,18,16,101,67,1210,134,5028,0,67,33,264,77,34,31,84,89,10,174,271,0,78,643,30,1131,59,533,24,333,3490,408,2312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569940,395730,401967,411372,463533,409382,295435,411476,706574,370241,714841,449093,596425,401034,603791,839909,539162,579857,412799,375003,426622,450456,553001,619590,550664,390624,436832,491503,466001,441284,411774,543512,522854,299438,657787,603340,711165,460857,422108,572326,389926,427253,588415,855957,548063,534027,498026,444882,683988,341324,375910,345460,594868,346996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26047,7140,10633,12807,1956,10816,4629,4591,10198,5991,12176,11717,12780,11445,15196,23586,15481,13966,7452,8350,7836,7017,6164,9559,10730,9240,5516,8644,8033,8775,6354,16587,9984,8889,13214,7910,10740,8582,8364,9075,6950,7308,13786,28925,17472,13376,12696,9639,11292,7340,4808,5191,7914,4703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152272,127894,99644,120821,133993,91139,71696,133998,128988,35263,45695,48809,49953,94675,69075,88114,55540,36412,305861,256000,171632,295274,178444,260833,348762,189111,221313,366823,308959,250240,504661,216123,168189,45479,230126,245312,194570,191610,142391,91166,153723,39931,131922,140495,85139,107672,149995,170414,37527,384357,137171,276365,630952,154665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,86,90,79,111,157,130,487,529,293,35893,103585,8091,16609,51403,1193,63771,0,23,23,0,0,0,0,0,0,0,0,0,11,25,822,257,5803,275,93,553,363,136411,12489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,3642,3235,3156,4395,3771,1073,1759,2461,1442,4431,1927,3889,4119,1649,2695,3130,2238,2314,2754,1386,1988,3476,4311,2645,2241,8,2076,4929,1091,5550,4959,2344,1068,1690,3954,2405,2955,977,1883,1745,2105,2616,2976,3821,3143,1638,2868,1947,3598,1286,1260,211,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56649,47744,55799,29177,46852,32542,18419,48755,69271,48272,70980,62058,83335,54753,89593,82308,34149,55769,60405,81963,54899,25553,77318,90761,69583,48850,49021,101449,93122,64278,47625,61063,51471,31645,53827,42287,24402,71740,40716,44997,85083,54312,56377,66868,65616,71308,55471,54503,69627,56498,46333,43252,87110,36474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,31,0,0,6,0,0,0,0,0,10,198,635,934,292,235,194,793,986,173,25,297,0,0,665,2024,1746,705,7430,47762,613,27,10,9,0,0,7,0,32,0,0,42,8,295,291,516,759,1154,71,457,253,13,380,5465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44970,10296,23857,26018,7105,14384,79728,57038,25003,28335,12055,39868,52220,17882,38467,25630,12488,56363,27611,14215,32201,129771,25264,27726,6832,30577,43179,27470,21649,107959,7610,14092,8672,28798,20584,18469,53840,20621,85971,44012,35531,37961,29076,40169,37697,33644,10895,16478,28070,15735,62052,90216,34892,30854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10757,10884,10014,20633,11229,8673,16336,5045,1972,21558,17149,5616,9746,323,7537,2905,28607,17187,8790,89,9107,808,8885,5344,173,9195,5190,68,0,0,206,7813,6601,17428,5725,1450,2507,9313,2060,2081,3501,9795,39,275,5898,8724,8169,2214,19623,2613,24420,6278,48,5561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281,3645,3335,2741,3178,2725,1865,2768,3855,1757,4078,3181,3343,5110,4943,5817,994,2221,3014,3151,2313,4228,4171,3758,5000,4413,3454,3146,4384,2724,4231,3595,3996,1804,3279,3006,2909,3320,3415,4353,3441,3274,3902,3304,3512,2767,4983,3972,2850,4560,4647,3630,3200,2407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152838,81974,126763,111253,116120,135395,138090,110554,245215,103218,189927,146820,183665,106211,173362,349895,111687,156147,126198,161967,119683,147934,226989,156708,151655,103657,127200,131288,138604,126302,96120,129925,122757,93407,226371,188982,249092,126820,152289,212198,84384,139834,214287,306500,150286,148859,99029,110480,177893,95980,103558,116303,269115,99249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,4190,5181,3549,4842,8380,2952,3301,2851,1245,1508,4004,1728,5084,2863,6964,2024,1765,3479,4762,3100,6123,3279,3582,3423,4214,5334,6275,5034,4610,5050,4570,5820,4684,5344,6014,5950,6616,3458,3341,2866,2838,4576,4440,4407,2039,2863,2970,1829,3356,1905,4888,7429,3961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19090,19342,13862,14416,21085,20287,8148,11883,17836,10409,20080,20356,13150,39420,18897,28576,17065,16155,17272,18244,14013,54982,15939,33993,31824,18944,18218,34860,37927,40896,30271,20729,27016,11193,16704,31924,15057,13918,15410,19317,13314,14090,41056,36018,18130,22169,44178,26242,14910,37648,13610,18266,99079,16689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17525,11626,14837,9635,13737,17037,12176,14701,16609,15872,17188,15282,9770,4773,12204,8616,7359,5669,9709,10152,7540,4078,8532,7366,4705,7103,7913,5519,4562,2464,6030,9225,8159,11475,12178,10581,12711,12600,9993,13461,21330,21850,4333,10888,13154,7341,4270,5080,8810,4518,6135,7782,761,7665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,2786,1265,248,1988,748,235,710,1157,326,1327,413,67,1466,840,739,1585,320,241,2495,591,531,631,2455,2820,193,469,1706,2056,1174,1671,2572,2713,124,645,1653,237,1756,217,262,239,228,1452,472,1563,1157,4379,1673,716,1193,186,605,347,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45689,56203,51625,106881,32269,58279,199184,151976,7521,75854,14691,39658,42566,6752,18804,4395,31476,28080,16353,0,8496,8329,2102,4062,0,0,0,420,0,5237,0,42294,28318,114804,18236,3376,23821,61058,103862,13021,1710,18069,21984,0,25471,18598,10305,4799,24237,4864,62193,2656,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,992,5217,5452,2419,4951,5673,3499,5293,8199,4811,4708,8283,1531,3029,4796,5465,7433,3202,3965,4482,1141,4745,1794,941,2325,4681,2015,2295,1557,1381,1501,1405,5725,6638,2974,6504,3309,7640,6084,6230,6522,3495,2993,3945,4610,886,1913,5409,1674,5187,2864,1974,6530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,2730,2663,1755,1893,2974,2473,2348,5084,2821,2403,4312,2405,4681,1535,2542,1106,946,1863,1811,1232,2469,3237,3735,5590,1438,1187,3801,2431,555,2328,2633,3130,1013,2647,7371,4290,4439,1855,3937,2035,2873,7300,4987,3295,1795,2847,2512,1516,3824,1547,0,1298,1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120984,231177,119658,143694,196355,170320,104226,138583,164118,92619,138216,139633,89328,205063,148541,152524,141955,98768,117167,112411,98616,103285,112314,234633,162375,75475,90434,111070,112297,107730,156003,209409,240209,118844,153490,126575,119096,189493,139672,119728,97210,110881,176990,102328,114589,166544,225843,193310,102614,195266,97672,110311,89553,75763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29541,4251,43757,34441,6353,22472,48330,29017,53664,80808,22245,66030,144197,2050,59995,79158,10812,98208,35309,6658,32300,2566,76076,3980,3704,21035,44387,2965,2376,1189,2327,5711,3924,37427,32943,4792,39056,15452,73090,48376,67710,75283,2998,14360,24657,51528,937,1786,40080,2562,51009,17959,654,28363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,2366,1507,994,1841,867,727,1767,2854,1140,1964,1107,1356,1928,2033,2407,2007,1490,1914,2042,1805,1238,2366,3030,2597,1514,1168,2292,2024,1698,2179,2972,3062,711,2059,2385,1826,2206,1326,1506,853,1122,2064,1180,1642,1481,2534,1306,1931,2255,1407,1372,1577,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5330,1721,30035,4702,6197,5382,3374,6022,2988,3917,3989,4365,4953,1495,3834,4227,4282,3882,2257,3077,3367,3314,3742,1270,1762,5048,5416,2296,2023,5129,1839,1789,1456,5374,4318,1896,5216,3128,80450,4140,4084,3931,1272,4241,3870,2449,2111,941,3368,1402,3835,5011,1967,5118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
